LotArea,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,GarageCars,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,GarageYrBlt,BsmtFinSF1,OpenPorchSF,ExterQual,KitchenQual,BsmtQual,GarageQual,FireplaceQu,HeatingQC,NB_Blmngtn,NB_Blueste,NB_BrDale,NB_BrkSide,NB_ClearCr,NB_CollgCr,NB_Crawfor,NB_Edwards,NB_Gilbert,NB_IDOTRR,NB_MeadowV,NB_Mitchel,NB_NAmes,NB_NPkVill,NB_NWAmes,NB_NoRidge,NB_NridgHt,NB_OldTown,NB_SWISU,NB_Sawyer,NB_SawyerW,NB_Somerst,NB_StoneBr,NB_Timber,NB_Veenker,SalePrice,above_median
12822,7,2003,2003,1434,2149,2,1,6,1,0.0,2003.0,1351,43,4,4,5,3,5,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,239686.0,1
11096,8,2006,2006,1656,1656,3,2,7,0,0.0,2006.0,24,146,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,249700.0,1
4456,4,1920,2008,736,1452,0,2,8,0,0.0,1980.0,0,0,3,3,3,0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,113000.0,0
7742,5,1966,1966,955,955,1,1,6,0,0.0,1966.0,763,0,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,127000.0,0
13869,6,1997,1997,794,1470,2,2,6,0,0.0,1997.0,182,75,3,3,4,3,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177000.0,1
6240,6,1934,1950,816,1176,2,1,6,1,0.0,1985.0,0,0,3,3,3,3,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,114500.0,0
8472,5,1963,1963,816,816,2,1,5,0,0.0,1963.0,104,0,2,3,4,3,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000.0,0
50271,9,1981,1987,1842,1842,3,0,5,1,0.0,1981.0,1810,72,4,4,5,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,385000.0,1
7134,5,1955,1955,384,1360,2,1,6,1,0.0,1962.0,384,50,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,130000.0,0
10175,6,1964,1964,1425,1425,2,2,7,1,272.0,1964.0,490,0,3,3,3,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,180500.0,1
2645,8,1999,2000,970,1739,2,2,7,0,456.0,1999.0,649,0,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,172500.0,1
11645,7,2004,2004,860,1720,2,2,7,0,0.0,2004.0,0,70,4,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196500.0,1
13682,10,2006,2006,1410,2945,3,3,10,1,1031.0,2006.0,0,0,5,4,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,438780.0,1
7200,5,1972,1972,780,780,1,1,4,0,0.0,1973.0,632,0,3,3,3,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124900.0,0
13072,6,2004,2004,1158,1158,2,1,5,0,0.0,2006.0,941,50,3,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,158000.0,0
7200,5,1920,1996,530,1111,1,1,6,0,0.0,1935.0,0,0,3,2,3,3,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101000.0,0
6442,8,2006,2006,1370,1370,2,2,6,1,178.0,2006.0,24,49,4,4,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,202500.0,1
10300,7,1921,1950,576,1710,2,2,9,0,0.0,1990.0,0,11,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,140000.0,0
9375,7,1997,1998,1057,2034,2,2,8,0,573.0,1998.0,739,36,3,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219500.0,1
9591,8,2004,2005,1143,2473,3,2,9,1,344.0,2004.0,0,151,4,4,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,317000.0,1
19900,7,1970,1989,1947,2207,2,2,7,1,287.0,1970.0,912,0,3,3,4,3,4,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,180000.0,1
10665,7,2003,2003,1453,1479,2,2,7,0,167.0,2003.0,1013,29,4,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,226000.0,1
4608,4,1945,1950,747,747,1,1,4,0,0.0,1945.0,0,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,80000.0,0
15593,7,1953,1953,1304,2287,2,2,7,1,0.0,1953.0,603,21,4,3,3,3,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,225000.0,1
13651,7,1973,1973,2223,2223,2,2,8,2,1115.0,1973.0,1880,0,3,3,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,244000.0,1
7599,4,1982,2006,845,845,2,1,4,0,0.0,1987.0,565,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,129500.0,0
10141,7,1998,1998,832,1718,2,2,7,1,40.0,1998.0,0,94,3,3,4,3,3,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,185000.0,1
10200,5,1954,2003,1086,1086,2,1,6,0,104.0,1989.0,320,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,144900.0,0
5790,3,1915,1950,840,1605,1,2,8,0,0.0,1915.0,0,0,4,3,2,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,107400.0,0
1596,4,1973,1973,462,988,1,1,5,0,0.0,1973.0,462,101,3,3,4,3,0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91000.0,0
8475,4,1956,1956,952,952,1,1,4,0,0.0,1956.0,228,0,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,135750.0,0
8635,5,1948,2001,672,1285,1,1,6,0,0.0,1948.0,336,0,3,3,3,3,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127000.0,0
10778,4,1968,1968,1768,1768,0,2,8,0,0.0,1980.0,0,0,3,3,3,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,136500.0,0
10440,5,1910,1981,440,1230,2,1,5,0,0.0,1966.0,0,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,110000.0,0
13000,6,1968,1968,896,2142,1,2,8,1,576.0,1968.0,448,72,3,4,4,3,4,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,193500.0,1
4500,6,1998,1998,1237,1337,2,2,5,0,443.0,1998.0,1201,199,3,3,5,3,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,153500.0,0
10206,8,2007,2007,1563,1563,3,2,6,1,468.0,2007.0,33,99,3,4,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,245000.0,1
8892,5,1960,1960,1065,1065,2,1,6,0,66.0,1974.0,0,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,126500.0,0
8530,7,1995,1996,384,1474,2,2,7,1,22.0,1995.0,0,72,3,3,4,3,3,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168500.0,1
16059,8,1991,1992,1288,2417,2,2,9,1,284.0,1991.0,0,82,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,260000.0,1
11911,6,2005,2005,684,1560,2,2,6,1,0.0,2005.0,0,38,4,4,4,3,4,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,174000.0,1
3951,6,2009,2009,612,1224,2,2,4,0,76.0,2009.0,0,234,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,164500.0,1
8470,3,1915,1982,1013,1526,0,1,6,0,0.0,1980.0,0,0,2,2,3,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85000.0,0
8070,4,1994,1995,990,990,0,1,5,0,0.0,1980.0,588,0,3,3,4,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123600.0,0
7200,4,1950,1950,0,1040,2,1,4,0,0.0,1950.0,0,29,3,3,0,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,109900.0,0
8500,5,1961,1961,1235,1235,2,1,6,0,203.0,1961.0,600,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,98600.0,0
13360,5,1921,2006,876,964,2,1,5,0,0.0,1921.0,713,0,3,3,4,3,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163500.0,1
7200,6,1910,1998,1214,2291,2,2,9,1,0.0,1900.0,1046,0,3,3,3,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,133900.0,0
9337,6,1997,1997,824,1786,2,2,7,0,0.0,1997.0,648,162,3,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204750.0,1
9765,6,1993,1993,680,1470,2,2,6,1,68.0,1993.0,310,63,5,3,4,3,3,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,185000.0,1
10264,7,1999,1999,1588,1588,2,2,6,0,183.0,1999.0,1162,29,4,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,214000.0,1
10921,4,1965,1965,960,960,1,1,6,0,48.0,1965.0,520,0,3,3,3,3,0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94750.0,0
10625,5,1920,1950,458,835,1,1,5,0,0.0,1920.0,108,0,3,3,3,2,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83000.0,0
9320,4,1959,1959,950,1225,0,1,6,0,0.0,1980.0,569,0,3,3,3,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,128950.0,0
10603,6,1977,2001,1610,1610,2,2,6,2,28.0,1977.0,1200,68,3,4,3,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,205000.0,1
9206,6,1985,1985,741,1732,2,2,7,1,336.0,1985.0,0,46,4,4,4,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,178000.0,1
7018,5,1979,1979,0,1535,2,2,8,0,0.0,1979.0,0,0,3,3,0,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,118964.0,0
10402,7,2009,2009,1226,1226,3,2,6,0,0.0,2009.0,0,36,3,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,198900.0,1
7758,7,1931,1950,1040,1818,1,1,7,2,600.0,1951.0,224,0,3,3,3,3,3,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169500.0,1
9375,8,2003,2004,1053,1992,2,2,9,1,768.0,2003.0,0,45,4,4,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,250000.0,1
10800,4,1885,1995,641,1047,1,1,6,0,0.0,1954.0,0,0,3,3,2,2,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,100000.0,0
6000,5,1948,1950,789,789,1,1,5,0,0.0,1948.0,104,0,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,115000.0,0
8500,5,1919,2005,793,1517,0,2,7,0,0.0,1980.0,0,0,3,2,3,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115000.0,0
11751,6,1977,1977,1844,1844,2,2,7,1,480.0,1977.0,705,122,3,3,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,190000.0,1
9525,6,1954,1972,994,1855,1,2,7,0,0.0,1954.0,444,0,3,3,3,3,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136900.0,0
7750,7,2000,2000,384,1430,2,2,7,1,0.0,2000.0,250,0,3,3,4,3,3,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180000.0,1
9965,7,2007,2007,1264,2696,3,2,10,1,220.0,2007.0,984,184,4,5,5,3,4,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,383970.0,1
21000,6,1953,1953,1809,2259,2,2,7,2,184.0,1953.0,35,120,3,4,4,3,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,217000.0,1
7259,6,1945,2002,1028,2320,1,2,9,1,0.0,1945.0,774,0,3,4,3,3,3,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,259500.0,1
3230,6,1999,1999,729,1458,2,2,5,1,1129.0,1999.0,419,32,3,3,4,3,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,176000.0,1
11616,5,1962,1962,1092,1092,1,1,6,1,116.0,1962.0,170,20,3,3,3,3,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,139000.0,0
8536,5,2006,2007,1125,1125,2,1,5,0,0.0,2007.0,0,64,3,3,4,3,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155000.0,0
12376,7,1990,1990,1673,3222,3,3,11,2,0.0,1990.0,1470,0,3,4,4,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,320000.0,1
8461,6,2005,2006,728,1456,2,2,8,1,0.0,2005.0,0,24,4,4,4,3,4,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163990.0,1
21453,6,1969,1969,938,988,2,1,4,2,0.0,1969.0,938,130,3,3,3,3,3,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180000.0,1
6060,4,1939,1950,732,1123,1,1,4,0,0.0,1979.0,0,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000.0,0
9464,6,1958,1958,1080,1080,1,1,5,0,135.0,1958.0,570,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,136000.0,0
7892,6,1993,1993,1199,1199,2,2,5,0,0.0,1993.0,300,63,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,153900.0,0
